es_hombre,es_adulto_mayor,tiene_pareja,tiene_dependientes,meses_contrato,tiene_telefono,tiene_varias_lineas,tipo_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_tecnico,tiene_tv,tiene_peliculas,tipo_contrato,factura_online,metodo_pago,cargo_mensual,cargo_total,id_cliente,abandono,cuentas_diarias
0,0,1,0,68,1,1,DSL,1,1,1,1,0,0,Anual_2,0,Tarjeta,70.9,4911.35,2077-DDHJK,0,2.36
1,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,75.4,533.05,2077-MPJQO,0,2.51
0,0,0,0,6,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque,69.25,418.4,2079-FBMZK,1,2.31
0,1,0,0,41,1,1,Fiber optic,0,1,1,0,1,1,Mensual,1,Cheque_electrónico,104.4,4133.95,2080-CAZNM,0,3.48
1,0,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Mensual,0,Cheque_electrónico,74.95,151.75,2080-GKCWQ,0,2.5
0,0,0,1,1,1,1,No,0,0,0,0,0,0,Mensual,0,Cheque,25.4,25.4,2080-SRCDE,0,0.85
1,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque,20.25,20.25,2081-KJSQF,0,0.68
1,0,0,0,3,1,0,Fiber optic,0,1,1,1,1,1,Mensual,1,Cheque_electrónico,107.95,318.6,2081-VEYEH,0,3.6
1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,45.6,45.6,2082-CEFLT,1,1.52
1,0,1,1,29,1,1,Fiber optic,0,0,1,0,0,1,Mensual,1,Cheque_electrónico,89.2,2698.35,2082-OJVTK,1,2.97
1,0,1,0,17,1,0,Fiber optic,0,0,1,0,1,1,Anual_1,1,Transferencia,96.65,1588.25,2085-BOJKI,0,3.22
1,0,1,0,37,1,0,No,0,0,0,0,0,0,Mensual,0,Transferencia,20.35,697.65,2085-JVGAD,0,0.68
0,0,1,0,22,1,0,DSL,0,1,1,0,0,0,Mensual,1,Cheque,54.7,1178.75,2087-QAREY,0,1.82
0,0,0,0,68,1,1,DSL,1,1,1,1,1,1,Anual_2,1,Cheque_electrónico,88.15,6148.45,2088-IEBAU,0,2.94
0,0,1,1,72,1,1,DSL,0,1,0,1,1,1,Anual_2,1,Cheque_electrónico,78.95,5730.15,2091-GPPIQ,0,2.63
0,0,1,1,30,0,0,DSL,0,0,0,1,1,1,Mensual,0,Tarjeta,51.2,1561.5,2091-MJTFX,1,1.71
0,1,0,0,31,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,73.9,2217.15,2091-RFFBA,1,2.46
0,0,1,1,16,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,19.35,275.9,2096-XOTMO,0,0.64
1,0,0,0,65,1,1,No,0,0,0,0,0,0,Anual_2,0,Cheque,25.75,1654.75,2097-YVPKN,0,0.86
0,0,1,0,5,1,1,DSL,0,0,1,1,1,0,Mensual,0,Transferencia,67.95,350.3,2100-BDNSN,1,2.26
0,0,0,0,55,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,73.1,4144.9,2101-RANCD,0,2.44
1,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque,50.75,50.75,2103-ZRXFN,0,1.69
0,0,1,0,33,1,1,Fiber optic,0,0,1,1,0,1,Mensual,1,Tarjeta,95.0,3008.15,2105-PHWON,0,3.17
0,1,0,0,30,1,1,Fiber optic,0,1,1,0,1,1,Mensual,1,Cheque_electrónico,104.1,3121.1,2107-FBPTK,0,3.47
1,0,1,0,25,1,1,DSL,0,0,1,0,0,0,Mensual,0,Tarjeta,55.55,1405.3,2108-GLPQB,0,1.85
1,0,0,0,3,0,0,DSL,1,1,0,0,0,0,Mensual,1,Cheque,35.45,106.85,2108-XWMPY,1,1.18
0,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Mensual,0,Tarjeta,50.7,151.3,2108-YKQTY,1,1.69
1,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,21.1,21.1,2111-DWYHN,0,0.7
0,0,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Mensual,1,Cheque,89.8,1129.1,2114-MGINA,1,2.99
1,0,0,0,25,1,0,Fiber optic,0,0,0,0,0,0,Mensual,0,Cheque,70.95,1767.35,2115-BFTIW,1,2.37
1,0,0,0,25,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque,20.15,536.35,2120-SMPEX,0,0.67
0,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Anual_2,1,Tarjeta,115.55,8312.4,2121-JAFOM,0,3.85
1,0,0,0,44,1,0,No,0,0,0,0,0,0,Anual_1,0,Tarjeta,19.5,835.5,2122-SZZZD,0,0.65
0,0,0,0,18,1,0,Fiber optic,1,0,0,0,0,0,Mensual,1,Cheque_electrónico,75.4,1380.4,2122-YWVYA,0,2.51
0,1,0,0,7,1,0,Fiber optic,0,0,1,0,1,0,Mensual,1,Cheque_electrónico,84.35,609.65,2123-AGEEN,0,2.81
0,0,1,1,59,1,1,DSL,0,0,1,1,1,0,Anual_2,1,Transferencia,72.1,4194.85,2123-VSCOT,0,2.4
0,0,1,0,70,1,1,DSL,0,1,1,1,1,1,Anual_2,1,Transferencia,84.8,5917.55,2126-GSEGL,0,2.83
0,0,1,1,40,1,1,No,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,26.2,1077.5,2129-ALKBS,0,0.87
0,0,0,1,34,1,0,Fiber optic,1,1,1,0,1,1,Mensual,1,Transferencia,105.35,3688.6,2133-TSRRM,0,3.51
0,0,0,0,5,1,0,Fiber optic,0,1,0,0,1,0,Mensual,1,Cheque,85.3,420.45,2135-DQWAQ,0,2.84
1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,45.65,45.65,2135-RXIHG,1,1.52
1,0,1,1,68,0,0,DSL,1,1,0,0,1,0,Anual_1,0,Cheque,44.8,2983.65,2137-DQMEV,0,1.49
0,0,1,1,14,1,0,No,0,0,0,0,0,0,Anual_2,1,Cheque,19.7,263.65,2138-VFAPZ,0,0.66
1,0,0,0,19,1,0,Fiber optic,0,0,1,1,1,0,Mensual,0,Cheque,89.95,1682.4,2139-FQHLM,0,3.0
0,0,0,0,4,1,0,DSL,0,1,0,0,1,1,Mensual,1,Transferencia,68.65,261.25,2141-RRYGO,1,2.29
0,0,1,0,67,1,1,No,0,0,0,0,0,0,Anual_2,1,Tarjeta,25.25,1733.15,2143-LJULT,0,0.84
0,1,1,0,50,1,1,Fiber optic,1,1,1,0,1,1,Mensual,0,Transferencia,108.75,5431.9,2144-BFDSO,0,3.62
1,0,0,0,43,0,0,DSL,1,0,1,0,0,0,Anual_1,1,Tarjeta,35.2,1463.7,2144-ESWKO,0,1.17
1,0,1,1,59,1,0,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,19.3,1192.7,2146-EGVDT,0,0.64
1,0,0,0,27,1,0,No,0,0,0,0,0,0,Anual_1,0,Transferencia,20.1,562.6,2150-OEGBV,0,0.67
0,0,1,1,22,1,0,DSL,1,1,1,0,0,0,Mensual,0,Cheque,61.15,1422.05,2150-UWTFY,1,2.04
0,0,1,0,40,1,1,DSL,0,1,0,0,1,0,Anual_1,0,Transferencia,63.9,2635.0,2150-WLKUW,0,2.13
0,0,1,0,37,1,1,Fiber optic,1,0,1,1,0,1,Anual_1,1,Cheque_electrónico,99.2,3754.6,2153-MREFK,1,3.31
0,0,0,0,15,1,1,Fiber optic,0,1,0,0,0,0,Mensual,1,Cheque_electrónico,79.75,1111.85,2154-KVJFF,1,2.66
0,0,0,0,28,1,1,DSL,0,0,0,1,0,0,Mensual,1,Tarjeta,54.9,1505.15,2155-AMQRX,0,1.83
1,0,1,0,13,1,1,DSL,0,0,1,0,1,1,Anual_1,1,Cheque,75.3,989.45,2157-MXBJS,1,2.51
1,0,0,0,5,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta,20.05,95.55,2159-TURXX,0,0.67
1,0,1,1,54,1,1,DSL,1,1,0,1,0,0,Anual_2,1,Tarjeta,65.65,3566.7,2160-GPFXD,0,2.19
1,0,1,1,63,0,0,DSL,0,1,1,1,0,0,Anual_2,0,Transferencia,39.35,2395.05,2162-FRZAA,0,1.31
0,0,1,1,20,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,20.05,406.05,2164-SOQXL,0,0.67
0,0,0,1,46,1,0,Fiber optic,1,1,0,1,1,1,Anual_1,1,Transferencia,105.2,4822.85,2165-VOEGB,1,3.51
0,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Anual_2,1,Cheque_electrónico,92.4,6786.1,2167-FQSTQ,0,3.08
0,0,1,0,71,1,1,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,25.6,1888.25,2169-RRLFW,0,0.85
1,0,1,1,32,1,0,No,0,0,0,0,0,0,Mensual,1,Tarjeta,19.45,674.55,2171-UDMFD,0,0.65
0,1,0,0,71,1,1,Fiber optic,0,1,1,0,1,1,Anual_1,1,Cheque_electrónico,105.9,7521.95,2172-EJXVF,0,3.53
0,1,0,0,71,1,1,DSL,1,1,1,1,1,1,Anual_2,0,Cheque,89.85,6293.45,2176-LVPNX,0,2.99
1,0,1,0,71,1,1,DSL,1,1,0,1,0,0,Anual_2,0,Transferencia,65.15,4681.75,2176-OSJUV,0,2.17
1,0,0,0,22,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque,69.7,1490.4,2178-PMGCJ,0,2.32
0,0,0,0,12,1,0,Fiber optic,0,0,1,0,1,1,Mensual,1,Cheque_electrónico,96.0,1062.1,2180-DXNEG,1,3.2
1,0,1,1,68,1,0,No,0,0,0,0,0,0,Anual_2,1,Transferencia,19.95,1303.25,2181-TIDSV,0,0.66
1,0,0,0,2,1,0,DSL,1,0,1,0,0,0,Mensual,0,Cheque_electrónico,53.45,119.5,2181-UAESM,0,1.78
0,1,0,0,29,1,1,DSL,1,1,0,0,0,0,Mensual,1,Transferencia,58.55,1718.95,2186-QZEYA,0,1.95
0,0,0,0,7,0,0,DSL,0,1,0,0,0,1,Mensual,1,Tarjeta,40.1,293.3,2187-LZGPL,1,1.34
1,0,0,0,12,1,0,Fiber optic,0,0,0,0,0,1,Mensual,1,Transferencia,79.95,1043.4,2187-PKZAY,0,2.66
0,0,0,0,34,1,0,DSL,1,1,0,0,0,0,Anual_1,0,Cheque,55.0,1885.15,2188-SXWVT,0,1.83
0,0,1,0,22,1,1,DSL,1,0,0,1,1,1,Mensual,1,Cheque_electrónico,79.2,1742.75,2189-UXTKY,1,2.64
0,0,0,1,15,1,0,Fiber optic,0,1,0,0,0,1,Mensual,1,Transferencia,85.9,1269.55,2189-WWOEW,1,2.86
0,0,1,0,40,1,1,Fiber optic,0,0,0,1,0,0,Mensual,1,Tarjeta,78.85,3126.85,2190-BCXEC,0,2.63
0,0,1,0,72,1,1,Fiber optic,1,1,0,0,0,1,Anual_2,1,Tarjeta,94.45,6921.7,2190-PHBHR,0,3.15
0,0,1,0,72,0,0,DSL,1,1,1,0,0,1,Anual_2,1,Cheque_electrónico,49.2,3580.95,2192-CKRLV,0,1.64
0,0,0,0,45,1,1,DSL,1,0,0,1,0,1,Anual_2,0,Cheque,73.55,3349.1,2192-OZITF,0,2.45
1,0,1,1,72,1,0,Fiber optic,1,1,1,1,1,1,Anual_2,0,Transferencia,111.95,8033.1,2193-SFWQW,0,3.73
0,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Anual_2,0,Tarjeta,89.3,6388.65,2194-IIQOF,0,2.98
1,1,1,0,18,1,0,DSL,1,0,0,0,0,1,Mensual,1,Tarjeta,59.1,1011.05,2195-VVRJF,0,1.97
0,0,1,0,47,1,0,Fiber optic,0,0,1,0,0,1,Mensual,1,Cheque_electrónico,85.3,4045.65,2195-ZRVAX,1,2.84
0,1,1,1,68,0,0,DSL,0,1,1,0,1,1,Anual_2,1,Cheque_electrónico,53.0,3656.25,2197-OMWGI,0,1.77
0,0,0,0,68,1,1,DSL,0,1,1,0,1,1,Anual_2,1,Cheque_electrónico,80.65,5330.2,2200-DSAAL,0,2.69
1,0,0,0,1,1,0,Fiber optic,0,0,1,0,1,0,Mensual,1,Cheque_electrónico,84.85,84.85,2202-CUYXZ,1,2.83
0,0,1,0,34,1,1,DSL,1,0,0,1,0,0,Mensual,1,Transferencia,60.85,2003.6,2202-OUTMO,0,2.03
0,0,1,0,24,1,1,Fiber optic,0,0,1,0,0,0,Mensual,1,Cheque,79.65,1928.7,2203-GHNWN,0,2.66
1,1,1,1,58,1,1,Fiber optic,1,1,0,1,0,0,Anual_1,1,Transferencia,89.85,5125.75,2205-LPVGL,0,2.99
1,1,0,0,7,1,1,Fiber optic,0,0,0,0,1,0,Mensual,1,Cheque_electrónico,84.8,546.95,2205-YMZZJ,1,2.83
1,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque_electrónico,50.8,50.8,2207-NHRJK,1,1.69
1,0,0,0,7,1,0,DSL,1,0,0,0,0,0,Mensual,1,Cheque,51.0,354.05,2207-OBZNX,1,1.7
0,1,1,0,37,1,0,Fiber optic,0,0,1,1,1,0,Mensual,0,Cheque_electrónico,90.0,3371.75,2207-QPJED,0,3.0
1,0,1,1,52,1,1,No,0,0,0,0,0,0,Anual_2,0,Cheque,24.55,1331.05,2207-RYYRL,0,0.82
0,0,1,1,45,1,0,No,0,0,0,0,0,0,Anual_2,1,Transferencia,20.0,886.4,2208-MPXIO,0,0.67
1,0,1,1,43,1,1,No,0,0,0,0,0,0,Anual_2,0,Cheque,24.25,1077.95,2208-NKVVH,0,0.81
0,0,1,1,26,1,0,Fiber optic,1,1,0,0,0,0,Mensual,0,Cheque_electrónico,81.95,2070.05,2208-NQBCT,0,2.73
1,0,0,0,56,1,1,Fiber optic,0,1,0,0,1,1,Mensual,0,Cheque_electrónico,98.6,5581.05,2208-UGTGR,0,3.29
0,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensual,0,Transferencia,25.25,25.25,2209-XADXF,0,0.84
0,0,1,1,68,1,1,DSL,0,1,1,1,1,1,Anual_2,0,Transferencia,85.3,5560.0,2211-RMNHO,0,2.84
1,0,1,1,27,0,0,DSL,0,1,1,0,0,1,Anual_1,1,Tarjeta,45.85,1246.4,2212-LYASK,0,1.53
1,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,0,Mensual,1,Cheque_electrónico,85.5,791.7,2215-ZAFGX,0,2.85
1,0,0,0,8,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque,45.15,438.4,2219-MVUSO,1,1.5
0,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta,19.4,19.4,2220-IAHLS,0,0.65
1,0,1,1,71,1,1,Fiber optic,1,1,1,1,1,1,Anual_2,1,Transferencia,116.05,8297.5,2223-GDSHL,0,3.87
0,0,0,0,15,1,0,No,0,0,0,0,0,0,Mensual,0,Transferencia,19.4,289.3,2223-KAGMX,1,0.65
0,0,1,1,70,1,1,Fiber optic,1,1,1,1,0,0,Anual_2,0,Transferencia,93.9,6579.05,2225-ZRGSG,1,3.13
0,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Anual_2,1,Tarjeta,85.9,6110.75,2226-ICFDO,0,2.86
0,0,0,0,21,1,0,Fiber optic,0,1,0,1,1,1,Mensual,1,Transferencia,99.15,1956.4,2227-JRSJX,0,3.3
0,0,0,0,54,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,20.1,1079.45,2228-BZDEE,0,0.67
0,0,1,1,8,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,19.5,162.15,2229-DPMBI,0,0.65
0,0,0,0,24,1,0,DSL,0,0,1,0,0,0,Mensual,1,Tarjeta,49.3,1233.25,2229-VWQJH,0,1.64
0,0,1,1,48,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,19.55,883.35,2230-XTUWL,0,0.65
0,0,1,0,1,1,0,DSL,0,0,0,0,1,0,Mensual,0,Cheque,55.2,55.2,2232-DMLXU,1,1.84
0,0,1,1,5,1,1,No,0,0,0,0,0,0,Mensual,1,Cheque,24.3,132.25,2233-FAGXV,0,0.81
1,0,1,1,17,0,0,DSL,1,0,1,0,1,0,Anual_1,0,Tarjeta,44.45,792.15,2233-TXSIU,0,1.48
1,0,1,0,72,1,0,DSL,1,1,0,1,1,1,Anual_2,1,Transferencia,79.35,5753.25,2234-EOFPT,0,2.64
0,0,1,1,72,1,1,Fiber optic,0,1,1,0,1,1,Anual_1,1,Tarjeta,103.2,7362.9,2234-XADUH,0,3.44
0,1,0,0,6,0,0,DSL,0,0,0,0,1,1,Mensual,1,Cheque_electrónico,44.4,263.05,2235-DWLJU,0,1.48
0,0,1,0,72,1,1,DSL,1,1,1,1,1,0,Anual_2,0,Tarjeta,79.2,5401.9,2235-EZAIK,0,2.64
0,0,1,1,4,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque,50.85,239.55,2235-ZGKPT,1,1.7
1,0,1,1,62,1,0,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,20.65,1218.45,2236-HILPA,0,0.69
0,0,0,0,39,1,0,Fiber optic,1,0,1,1,1,0,Anual_1,1,Cheque_electrónico,95.55,3692.85,2237-ZFSMY,1,3.18
1,0,1,1,1,1,0,No,0,0,0,0,0,0,Anual_1,0,Cheque,20.4,20.4,2239-CFOUJ,0,0.68
0,0,1,0,51,1,0,DSL,1,1,0,1,0,0,Anual_1,1,Transferencia,60.5,3145.15,2239-CGBUZ,0,2.02
1,0,0,0,58,1,1,Fiber optic,0,1,1,0,1,1,Anual_1,1,Transferencia,103.25,6017.65,2239-JALAW,1,3.44
1,0,0,1,38,1,1,Fiber optic,0,1,0,0,0,0,Mensual,1,Cheque,81.85,3141.7,2240-HSJQD,0,2.73
1,0,0,0,33,1,1,Fiber optic,1,0,0,0,0,0,Anual_1,0,Transferencia,80.1,2603.3,2242-MFOTG,0,2.67
1,0,0,0,20,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,19.4,415.4,2243-FNMMI,0,0.65
0,0,1,1,31,1,1,DSL,0,1,0,1,1,1,Anual_2,0,Transferencia,80.55,2471.6,2245-ADZFJ,0,2.68
0,0,1,1,20,1,1,Fiber optic,0,1,1,0,1,1,Mensual,1,Transferencia,105.85,2239.65,2249-YPRNG,1,3.53
1,0,1,1,64,1,0,Fiber optic,1,1,0,0,0,0,Mensual,0,Cheque_electrónico,81.05,5135.35,2250-IVBWA,0,2.7
1,0,1,0,72,1,1,DSL,1,1,1,1,0,1,Anual_2,0,Tarjeta,79.55,5810.9,2251-PYLPB,0,2.65
1,0,1,1,9,1,1,Fiber optic,0,0,1,0,1,0,Anual_1,1,Cheque_electrónico,90.35,767.9,2252-ISRNH,0,3.01
1,0,0,0,61,1,1,Fiber optic,1,0,1,0,1,1,Anual_1,0,Cheque_electrónico,104.0,6363.45,2252-JHJGE,0,3.47
1,0,0,1,52,1,1,DSL,1,1,0,1,1,1,Anual_2,1,Cheque,85.15,4461.85,2252-NKNSI,0,2.84
0,0,1,1,69,0,0,DSL,1,1,1,1,0,0,Anual_2,0,Transferencia,46.25,3121.4,2253-KPMNB,0,1.54
0,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,0,Mensual,1,Cheque,79.15,79.15,2254-DLXRI,0,2.64
1,0,1,1,68,1,0,DSL,0,0,1,1,1,1,Anual_2,1,Transferencia,72.95,4953.25,2256-YLYLP,0,2.43
1,0,1,0,14,1,1,DSL,0,0,0,1,1,0,Mensual,1,Tarjeta,66.6,979.5,2257-BOVXD,0,2.22
1,0,0,0,7,0,0,DSL,0,0,1,1,0,0,Anual_1,1,Tarjeta,35.5,249.55,2259-OUUSZ,0,1.18
0,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Transferencia,70.2,115.95,2260-USTRB,1,2.34
0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Mensual,0,Cheque_electrónico,70.1,70.1,2262-SLNVK,0,2.34
1,0,1,1,51,1,1,No,0,0,0,0,0,0,Anual_2,1,Cheque,24.95,1222.25,2263-SFSQZ,0,0.83
0,1,1,0,4,1,1,Fiber optic,1,0,0,0,1,1,Mensual,1,Cheque_electrónico,99.6,347.65,2265-CYWIV,1,3.32
1,0,1,1,15,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,19.35,278.85,2266-FUBDZ,0,0.64
0,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Anual_1,0,Tarjeta,109.15,7789.6,2266-SJNAT,0,3.64
1,0,1,0,50,1,1,Fiber optic,1,1,0,0,0,1,Mensual,1,Tarjeta,94.4,4914.9,2267-FPIMA,0,3.15
0,1,1,0,57,1,1,Fiber optic,0,1,1,0,0,1,Mensual,0,Tarjeta,94.0,5438.95,2267-WTPYD,0,3.13
0,0,1,0,44,1,1,Fiber optic,1,1,1,1,0,0,Mensual,1,Tarjeta,95.1,4060.55,2270-CHBFN,0,3.17
0,0,1,1,62,1,1,Fiber optic,0,1,1,1,1,1,Anual_1,1,Cheque_electrónico,110.8,6840.95,2272-JKMSI,0,3.69
0,1,0,0,14,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,74.3,1096.25,2272-QAGFO,1,2.48
0,0,0,0,7,1,0,DSL,1,1,0,1,1,1,Mensual,1,Cheque_electrónico,78.5,571.05,2272-UOINI,0,2.62
0,0,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Anual_2,1,Cheque_electrónico,110.75,7751.7,2272-WUSPA,0,3.69
1,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Mensual,0,Cheque,49.05,49.05,2273-QCKXA,0,1.64
1,1,1,0,72,0,0,DSL,1,1,1,1,1,1,Anual_2,1,Transferencia,63.1,4685.55,2274-XUATA,0,2.1
0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque,45.4,45.4,2275-RBYQS,0,1.51
0,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Tarjeta,75.1,270.7,2276-YDAVZ,1,2.5
0,0,0,0,32,1,0,No,0,0,0,0,0,0,Anual_1,0,Transferencia,19.75,624.15,2277-AXSDC,0,0.66
0,1,1,0,71,1,0,Fiber optic,0,1,1,0,1,1,Anual_2,1,Cheque_electrónico,99.2,7213.75,2277-BKJKN,0,3.31
1,1,1,0,60,1,1,Fiber optic,0,0,0,1,1,1,Mensual,1,Cheque_electrónico,99.0,6017.9,2277-DJJDL,0,3.3
0,1,0,0,4,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque,48.75,179.85,2277-VWCNI,0,1.62
1,0,1,0,52,1,1,Fiber optic,0,1,0,1,0,1,Mensual,1,Tarjeta,95.65,5088.4,2279-AXJJK,0,3.19
0,0,0,0,29,1,0,DSL,1,0,1,1,0,0,Anual_1,0,Tarjeta,58.0,1734.5,2282-YGNOR,0,1.93
1,0,1,0,49,1,0,Fiber optic,0,0,1,1,1,1,Anual_1,1,Tarjeta,99.25,4920.8,2284-VFLKH,0,3.31
1,0,1,1,40,0,0,DSL,0,1,1,1,1,1,Anual_1,0,Cheque,60.3,2448.5,2292-XQWSV,0,2.01
0,0,1,0,57,1,1,Fiber optic,0,0,1,0,1,1,Anual_1,1,Tarjeta,100.75,5985.0,2293-IJWPS,0,3.36
0,0,1,1,62,1,1,DSL,0,0,0,0,1,1,Mensual,1,Tarjeta,70.45,4300.45,2294-DMMUS,0,2.35
1,0,1,1,23,1,0,Fiber optic,0,1,1,1,0,0,Anual_1,0,Cheque,86.8,1940.8,2294-SALNE,0,2.89
0,0,1,0,65,1,0,DSL,1,1,1,0,0,1,Anual_2,0,Transferencia,71.0,4386.2,2296-DKZFP,0,2.37
0,0,0,0,38,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,20.05,741.5,2300-RQGOI,0,0.67
0,1,1,0,48,1,1,Fiber optic,1,1,1,1,1,1,Mensual,0,Cheque_electrónico,117.45,5438.9,2302-ANTDP,1,3.92
1,0,1,0,72,1,1,DSL,0,1,1,0,1,1,Anual_2,0,Transferencia,82.15,5784.3,2302-OUZXB,0,2.74
0,0,1,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Transferencia,19.85,52.0,2303-PJYHN,0,0.66
1,0,1,0,28,1,0,Fiber optic,0,0,0,1,0,0,Mensual,0,Transferencia,76.55,2065.4,2305-MRGLV,0,2.55
1,1,0,0,65,1,1,Fiber optic,1,0,1,1,1,1,Anual_2,1,Cheque_electrónico,109.05,7108.2,2307-FYNNL,0,3.64
0,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,19.4,61.05,2308-STERM,0,0.65
1,0,0,0,10,0,0,DSL,0,0,0,0,0,1,Mensual,1,Cheque,33.9,298.45,2309-OSFEU,1,1.13
0,0,1,1,16,1,0,Fiber optic,0,1,1,0,1,0,Mensual,1,Tarjeta,89.45,1430.25,2311-QYMUQ,1,2.98
0,0,1,1,72,0,0,DSL,1,1,1,1,0,1,Anual_2,0,Tarjeta,55.65,3880.05,2314-TNDJQ,0,1.86
0,0,1,1,12,0,0,DSL,1,0,0,1,0,0,Anual_1,0,Tarjeta,33.15,444.75,2316-ESMLS,0,1.1
0,0,1,1,1,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,19.9,19.9,2320-JRSDE,1,0.66
0,0,0,0,26,0,0,DSL,0,0,1,1,1,0,Mensual,1,Tarjeta,44.45,1183.8,2320-SLKMB,0,1.48
0,0,0,0,20,1,0,No,0,0,0,0,0,0,Anual_1,0,Cheque,19.5,403.15,2320-TZRRH,0,0.65
0,0,0,0,7,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,19.3,144.95,2320-YKQBO,0,0.64
0,0,1,1,38,1,0,DSL,1,1,0,1,1,1,Anual_1,0,Tarjeta,80.3,3058.65,2321-OMBXY,1,2.68
1,1,1,0,23,1,0,Fiber optic,1,1,0,0,0,1,Mensual,1,Cheque_electrónico,90.0,2024.1,2322-VCZHZ,0,3.0
1,0,1,0,67,1,0,Fiber optic,1,1,1,1,1,1,Anual_2,1,Cheque_electrónico,111.05,7321.05,2323-ARSVR,0,3.7
0,0,0,0,48,1,1,No,0,0,0,0,0,0,Anual_1,0,Transferencia,24.55,1203.95,2324-AALNO,0,0.82
1,0,0,0,64,1,1,Fiber optic,0,1,1,0,1,1,Anual_2,1,Transferencia,104.4,6692.65,2324-EFHVG,0,3.48
0,0,0,0,3,1,0,Fiber optic,1,0,0,0,0,0,Mensual,1,Cheque_electrónico,74.55,233.65,2325-NBPZG,0,2.48
0,0,0,0,32,1,1,Fiber optic,0,1,1,0,1,1,Anual_1,1,Tarjeta,104.05,3416.85,2325-WINES,0,3.47
0,0,1,1,57,1,0,DSL,1,0,0,0,1,1,Anual_1,1,Transferencia,70.1,3913.3,2325-ZUSFD,1,2.34
1,0,1,1,51,1,1,Fiber optic,0,1,0,1,0,0,Anual_1,0,Transferencia,84.2,4299.75,2330-PQGDQ,0,2.81
1,0,0,0,16,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque,19.7,342.4,2332-EFBJY,1,0.66
0,0,0,0,48,1,1,No,0,0,0,0,0,0,Anual_1,0,Tarjeta,25.05,1171.5,2332-TODQS,0,0.84
1,0,0,0,18,1,0,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,20.05,388.6,2333-KWEWW,0,0.67
1,0,0,1,23,0,0,DSL,1,0,1,1,0,0,Anual_2,0,Cheque,40.1,857.75,2335-GSODA,0,1.34
